Date,Hostel Name,City,Country,Avg Bed Price (£),Occupancy
2024-10-30,"Calpe Seafront, Costa Blanca",Calpe,Spain,37.54,80
2024-10-30,Córdoba Mezquita Catedral,Cordoba,Spain,25.16,123
2024-10-30,Madrid Central,Madrid,Spain,35.27,119
2024-10-30,Glasgow Charing Cross,Glasgow,United Kingdom,32.99,126
2024-10-30,Edinburgh Cowgate,Edinburgh,United Kingdom,32.0,121
2024-10-30,London Elephant & Castle,London,United Kingdom,35.77,120
2024-10-30,London Kensington Holland Park,London,United Kingdom,28.38,93
2024-10-30,York Micklegate,York,United Kingdom,34.52,140
2024-10-31,Brussels Grand Place,Brussels,Belgium,36.96,113
2024-10-31,Prague Charles Bridge,Prague,Czech Republic,39.24,82
2024-10-31,Berlin Kurfürstendamm,Berlin,Germany,40.38,115
2024-10-31,Athens Monastiraki,Athens,Greece,26.04,101
2024-10-31,Pisa Centrale,Pisa,Italy,36.23,114
2024-10-31,Warsaw Old Town,Warsaw,Poland,22.73,98
2024-10-31,Lisbon Bairro Alto,Lisbon,Portugal,34.24,110
2024-10-31,Bratislava Presidential Palace,Bratislava,Slovakia,35.98,126
2024-10-31,Barcelona Gothic,Barcelona,Spain,33.76,102
2024-10-31,Barcelona Passeig de Gracia,Barcelona,Spain,29.98,84
2024-10-31,"Calpe Seafront, Costa Blanca",Calpe,Spain,33.57,74
2024-10-31,Córdoba Mezquita Catedral,Cordoba,Spain,37.16,81
2024-10-31,Madrid Central,Madrid,Spain,35.12,139
2024-10-31,Glasgow Charing Cross,Glasgow,United Kingdom,31.84,100
2024-10-31,Edinburgh Cowgate,Edinburgh,United Kingdom,24.81,112
2024-10-31,London Elephant & Castle,London,United Kingdom,34.13,114
2024-10-31,London Kensington Holland Park,London,United Kingdom,34.18,119
2024-10-31,York Micklegate,York,United Kingdom,26.34,127
2024-11-01,Brussels Grand Place,Brussels,Belgium,25.85,118
2024-11-01,Prague Charles Bridge,Prague,Czech Republic,31.97,85
2024-11-01,Berlin Kurfürstendamm,Berlin,Germany,26.38,109
2024-11-01,Athens Monastiraki,Athens,Greece,25.41,81
2024-11-01,Pisa Centrale,Pisa,Italy,31.46,89
2024-11-01,Warsaw Old Town,Warsaw,Poland,32.41,79
2024-11-01,Lisbon Bairro Alto,Lisbon,Portugal,28.9,94
2024-11-01,Bratislava Presidential Palace,Bratislava,Slovakia,28.46,119
2024-11-01,Barcelona Gothic,Barcelona,Spain,27.24,118
2024-11-01,Barcelona Passeig de Gracia,Barcelona,Spain,38.84,104
2024-11-01,"Calpe Seafront, Costa Blanca",Calpe,Spain,31.3,117
2024-11-01,Córdoba Mezquita Catedral,Cordoba,Spain,30.74,105
2024-11-01,Madrid Central,Madrid,Spain,35.81,115
2024-11-01,Glasgow Charing Cross,Glasgow,United Kingdom,24.4,109
2024-11-01,Edinburgh Cowgate,Edinburgh,United Kingdom,37.47,122
2024-11-01,London Elephant & Castle,London,United Kingdom,34.89,88
2024-11-01,London Kensington Holland Park,London,United Kingdom,31.2,125
2024-11-01,York Micklegate,York,United Kingdom,28.82,97
2024-11-02,Brussels Grand Place,Brussels,Belgium,44.37,128
2024-11-02,Prague Charles Bridge,Prague,Czech Republic,43.48,106
2024-11-02,Berlin Kurfürstendamm,Berlin,Germany,38.81,106
2024-11-02,Athens Monastiraki,Athens,Greece,37.73,161
2024-11-02,Pisa Centrale,Pisa,Italy,33.31,162
2024-11-02,Warsaw Old Town,Warsaw,Poland,35.97,116
2024-11-02,Lisbon Bairro Alto,Lisbon,Portugal,28.33,121
2024-11-02,Bratislava Presidential Palace,Bratislava,Slovakia,31.59,164
2024-11-02,Barcelona Gothic,Barcelona,Spain,35.46,164
2024-11-02,Barcelona Passeig de Gracia,Barcelona,Spain,30.2,158
2024-11-02,"Calpe Seafront, Costa Blanca",Calpe,Spain,29.15,150
2024-11-02,Córdoba Mezquita Catedral,Cordoba,Spain,33.3,140
2024-11-02,Madrid Central,Madrid,Spain,32.71,144
2024-11-02,Glasgow Charing Cross,Glasgow,United Kingdom,37.21,150
2024-11-02,Edinburgh Cowgate,Edinburgh,United Kingdom,36.64,164
2024-11-02,London Elephant & Castle,London,United Kingdom,29.58,164
2024-11-02,London Kensington Holland Park,London,United Kingdom,31.96,164
2024-11-02,York Micklegate,York,United Kingdom,36.07,151
2024-11-03,Brussels Grand Place,Brussels,Belgium,41.81,154
2024-11-03,Prague Charles Bridge,Prague,Czech Republic,29.97,130
2024-11-03,Berlin Kurfürstendamm,Berlin,Germany,26.84,139
2024-11-03,Athens Monastiraki,Athens,Greece,45.52,120
2024-11-03,Pisa Centrale,Pisa,Italy,32.18,87
2024-11-03,Warsaw Old Town,Warsaw,Poland,37.78,160
2024-11-03,Lisbon Bairro Alto,Lisbon,Portugal,29.72,126
2024-11-03,Bratislava Presidential Palace,Bratislava,Slovakia,38.24,130
2024-11-03,Barcelona Gothic,Barcelona,Spain,26.48,136
2024-11-03,Barcelona Passeig de Gracia,Barcelona,Spain,41.83,115
2024-11-03,"Calpe Seafront, Costa Blanca",Calpe,Spain,39.49,121
2024-11-03,Córdoba Mezquita Catedral,Cordoba,Spain,32.05,164
2024-11-03,Madrid Central,Madrid,Spain,27.38,145
2024-11-03,Glasgow Charing Cross,Glasgow,United Kingdom,42.2,124
2024-11-03,Edinburgh Cowgate,Edinburgh,United Kingdom,38.09,146
2024-11-03,London Elephant & Castle,London,United Kingdom,36.16,160
2024-11-03,London Kensington Holland Park,London,United Kingdom,28.93,109
2024-11-03,York Micklegate,York,United Kingdom,28.01,97
2024-11-04,Brussels Grand Place,Brussels,Belgium,26.6,96
2024-11-04,Prague Charles Bridge,Prague,Czech Republic,30.74,114
2024-11-04,Berlin Kurfürstendamm,Berlin,Germany,35.41,99
2024-11-04,Athens Monastiraki,Athens,Greece,34.46,132
2024-11-04,Pisa Centrale,Pisa,Italy,26.55,110
2024-11-04,Warsaw Old Town,Warsaw,Poland,34.25,130
2024-11-04,Lisbon Bairro Alto,Lisbon,Portugal,32.89,84
2024-11-04,Bratislava Presidential Palace,Bratislava,Slovakia,35.12,111
2024-11-04,Barcelona Gothic,Barcelona,Spain,28.2,134
2024-11-04,Barcelona Passeig de Gracia,Barcelona,Spain,30.33,116
2024-11-04,"Calpe Seafront, Costa Blanca",Calpe,Spain,29.97,115
2024-11-04,Córdoba Mezquita Catedral,Cordoba,Spain,38.84,111
2024-11-04,Madrid Central,Madrid,Spain,35.02,93
2024-11-04,Glasgow Charing Cross,Glasgow,United Kingdom,37.2,119
2024-11-04,Edinburgh Cowgate,Edinburgh,United Kingdom,32.36,90
2024-11-04,London Elephant & Castle,London,United Kingdom,28.97,118
2024-11-04,London Kensington Holland Park,London,United Kingdom,27.67,76
2024-11-04,York Micklegate,York,United Kingdom,27.37,112
2024-11-05,Brussels Grand Place,Brussels,Belgium,40.04,96
2024-11-05,Prague Charles Bridge,Prague,Czech Republic,40.87,121
2024-11-05,Berlin Kurfürstendamm,Berlin,Germany,31.75,89
2024-11-05,Athens Monastiraki,Athens,Greece,37.99,112
2024-11-05,Pisa Centrale,Pisa,Italy,28.53,118
2024-11-05,Warsaw Old Town,Warsaw,Poland,32.97,113
2024-11-05,Lisbon Bairro Alto,Lisbon,Portugal,27.33,84
2024-11-05,Bratislava Presidential Palace,Bratislava,Slovakia,32.73,74
2024-11-05,Barcelona Gothic,Barcelona,Spain,32.22,98
2024-11-05,Barcelona Passeig de Gracia,Barcelona,Spain,33.36,93
2024-11-05,"Calpe Seafront, Costa Blanca",Calpe,Spain,36.27,118
2024-11-05,Córdoba Mezquita Catedral,Cordoba,Spain,29.53,125
2024-11-05,Madrid Central,Madrid,Spain,34.34,149
2024-11-05,Glasgow Charing Cross,Glasgow,United Kingdom,27.81,107
2024-11-05,Edinburgh Cowgate,Edinburgh,United Kingdom,29.62,96
2024-11-05,London Elephant & Castle,London,United Kingdom,27.82,77
2024-11-05,London Kensington Holland Park,London,United Kingdom,34.34,107
2024-11-05,York Micklegate,York,United Kingdom,29.0,81
2024-11-06,Brussels Grand Place,Brussels,Belgium,24.26,137
2024-11-06,Prague Charles Bridge,Prague,Czech Republic,35.63,130
2024-11-06,Berlin Kurfürstendamm,Berlin,Germany,39.19,68
2024-11-06,Athens Monastiraki,Athens,Greece,29.7,128
2024-11-06,Pisa Centrale,Pisa,Italy,36.64,137
2024-11-06,Warsaw Old Town,Warsaw,Poland,32.8,80
2024-11-06,Lisbon Bairro Alto,Lisbon,Portugal,25.17,122
2024-11-06,Bratislava Presidential Palace,Bratislava,Slovakia,29.41,90
2024-11-06,Barcelona Gothic,Barcelona,Spain,33.78,68
2024-11-06,Barcelona Passeig de Gracia,Barcelona,Spain,28.51,100
2024-11-06,"Calpe Seafront, Costa Blanca",Calpe,Spain,25.89,108
2024-11-06,Córdoba Mezquita Catedral,Cordoba,Spain,28.97,120
2024-11-06,Madrid Central,Madrid,Spain,38.79,122
2024-11-06,Glasgow Charing Cross,Glasgow,United Kingdom,28.36,132
2024-11-06,Edinburgh Cowgate,Edinburgh,United Kingdom,29.54,108
2024-11-06,London Elephant & Castle,London,United Kingdom,30.45,100
2024-11-06,London Kensington Holland Park,London,United Kingdom,35.75,105
2024-11-06,York Micklegate,York,United Kingdom,29.69,95
2024-11-07,Brussels Grand Place,Brussels,Belgium,32.35,139
2024-11-07,Prague Charles Bridge,Prague,Czech Republic,34.55,83
2024-11-07,Berlin Kurfürstendamm,Berlin,Germany,37.4,124
2024-11-07,Athens Monastiraki,Athens,Greece,28.51,110
2024-11-07,Pisa Centrale,Pisa,Italy,28.72,88
2024-11-07,Warsaw Old Town,Warsaw,Poland,38.61,97
2024-11-07,Lisbon Bairro Alto,Lisbon,Portugal,32.41,101
2024-11-07,Bratislava Presidential Palace,Bratislava,Slovakia,25.92,112
2024-11-07,Barcelona Gothic,Barcelona,Spain,26.62,96
2024-11-07,Barcelona Passeig de Gracia,Barcelona,Spain,27.78,105
2024-11-07,"Calpe Seafront, Costa Blanca",Calpe,Spain,37.15,117
2024-11-07,Córdoba Mezquita Catedral,Cordoba,Spain,26.78,87
2024-11-07,Madrid Central,Madrid,Spain,26.52,123
2024-11-07,Glasgow Charing Cross,Glasgow,United Kingdom,24.85,99
2024-11-07,Edinburgh Cowgate,Edinburgh,United Kingdom,26.54,131
2024-11-07,London Elephant & Castle,London,United Kingdom,34.07,122
2024-11-07,London Kensington Holland Park,London,United Kingdom,36.2,100
2024-11-07,York Micklegate,York,United Kingdom,32.14,87
2024-11-08,Brussels Grand Place,Brussels,Belgium,34.52,92
2024-11-08,Prague Charles Bridge,Prague,Czech Republic,32.08,109
2024-11-08,Berlin Kurfürstendamm,Berlin,Germany,27.15,99
2024-11-08,Athens Monastiraki,Athens,Greece,38.02,106
2024-11-08,Pisa Centrale,Pisa,Italy,44.94,108
2024-11-08,Warsaw Old Town,Warsaw,Poland,33.63,76
2024-11-08,Lisbon Bairro Alto,Lisbon,Portugal,27.05,87
2024-11-08,Bratislava Presidential Palace,Bratislava,Slovakia,31.05,100
2024-11-08,Barcelona Gothic,Barcelona,Spain,29.9,88
2024-11-08,Barcelona Passeig de Gracia,Barcelona,Spain,39.52,83
2024-11-08,"Calpe Seafront, Costa Blanca",Calpe,Spain,23.89,114
2024-11-08,Córdoba Mezquita Catedral,Cordoba,Spain,31.96,110
2024-11-08,Madrid Central,Madrid,Spain,33.92,127
2024-11-08,Glasgow Charing Cross,Glasgow,United Kingdom,35.9,127
2024-11-08,Edinburgh Cowgate,Edinburgh,United Kingdom,40.32,120
2024-11-08,London Elephant & Castle,London,United Kingdom,34.77,106
2024-11-08,London Kensington Holland Park,London,United Kingdom,32.18,155
2024-11-08,York Micklegate,York,United Kingdom,33.27,127
2024-11-09,Brussels Grand Place,Brussels,Belgium,35.95,108
2024-11-09,Prague Charles Bridge,Prague,Czech Republic,38.14,139
2024-11-09,Berlin Kurfürstendamm,Berlin,Germany,39.82,130
2024-11-09,Athens Monastiraki,Athens,Greece,29.05,164
2024-11-09,Pisa Centrale,Pisa,Italy,42.26,86
2024-11-09,Warsaw Old Town,Warsaw,Poland,29.18,118
2024-11-09,Lisbon Bairro Alto,Lisbon,Portugal,39.64,158
2024-11-09,Bratislava Presidential Palace,Bratislava,Slovakia,38.0,160
2024-11-09,Barcelona Gothic,Barcelona,Spain,38.65,130
2024-11-09,Barcelona Passeig de Gracia,Barcelona,Spain,43.07,144
2024-11-09,"Calpe Seafront, Costa Blanca",Calpe,Spain,38.33,154
2024-11-09,Córdoba Mezquita Catedral,Cordoba,Spain,31.52,138
2024-11-09,Madrid Central,Madrid,Spain,34.34,129
2024-11-09,Glasgow Charing Cross,Glasgow,United Kingdom,36.06,116
2024-11-09,Edinburgh Cowgate,Edinburgh,United Kingdom,33.98,154
2024-11-09,London Elephant & Castle,London,United Kingdom,36.8,146
2024-11-09,London Kensington Holland Park,London,United Kingdom,41.56,150
2024-11-09,York Micklegate,York,United Kingdom,33.21,146
2024-11-10,Brussels Grand Place,Brussels,Belgium,40.93,111
2024-11-10,Prague Charles Bridge,Prague,Czech Republic,42.87,139
2024-11-10,Berlin Kurfürstendamm,Berlin,Germany,28.33,142
2024-11-10,Athens Monastiraki,Athens,Greece,37.24,115
2024-11-10,Pisa Centrale,Pisa,Italy,35.2,133
2024-11-10,Warsaw Old Town,Warsaw,Poland,34.57,148
2024-11-10,Lisbon Bairro Alto,Lisbon,Portugal,43.92,164
2024-11-10,Bratislava Presidential Palace,Bratislava,Slovakia,29.21,143
2024-11-10,Barcelona Gothic,Barcelona,Spain,44.0,145
2024-11-10,Barcelona Passeig de Gracia,Barcelona,Spain,33.7,164
2024-11-10,"Calpe Seafront, Costa Blanca",Calpe,Spain,40.17,146
2024-11-10,Córdoba Mezquita Catedral,Cordoba,Spain,34.26,138
2024-11-10,Madrid Central,Madrid,Spain,33.24,135
2024-11-10,Glasgow Charing Cross,Glasgow,United Kingdom,27.39,142
2024-11-10,Edinburgh Cowgate,Edinburgh,United Kingdom,34.47,144
2024-11-10,London Elephant & Castle,London,United Kingdom,42.06,115
2024-11-10,London Kensington Holland Park,London,United Kingdom,35.54,105
2024-11-10,York Micklegate,York,United Kingdom,42.54,125
2024-11-11,Brussels Grand Place,Brussels,Belgium,33.27,92
2024-11-11,Prague Charles Bridge,Prague,Czech Republic,27.15,110
2024-11-11,Berlin Kurfürstendamm,Berlin,Germany,38.24,103
2024-11-11,Athens Monastiraki,Athens,Greece,25.04,148
2024-11-11,Pisa Centrale,Pisa,Italy,33.1,88
2024-11-11,Warsaw Old Town,Warsaw,Poland,44.55,109
2024-11-11,Lisbon Bairro Alto,Lisbon,Portugal,37.12,124
2024-11-11,Bratislava Presidential Palace,Bratislava,Slovakia,34.3,113
2024-11-11,Barcelona Gothic,Barcelona,Spain,31.51,143
2024-11-11,Barcelona Passeig de Gracia,Barcelona,Spain,41.96,99
2024-11-11,"Calpe Seafront, Costa Blanca",Calpe,Spain,22.53,104
2024-11-11,Córdoba Mezquita Catedral,Cordoba,Spain,28.13,124
2024-11-11,Madrid Central,Madrid,Spain,34.52,105
2024-11-11,Glasgow Charing Cross,Glasgow,United Kingdom,27.08,90
2024-11-11,Edinburgh Cowgate,Edinburgh,United Kingdom,24.63,115
2024-11-11,London Elephant & Castle,London,United Kingdom,42.4,129
2024-11-11,London Kensington Holland Park,London,United Kingdom,25.12,120
2024-11-11,York Micklegate,York,United Kingdom,34.34,107
2024-11-12,Brussels Grand Place,Brussels,Belgium,33.38,106
2024-11-12,Prague Charles Bridge,Prague,Czech Republic,33.2,115
2024-11-12,Berlin Kurfürstendamm,Berlin,Germany,39.38,121
2024-11-12,Athens Monastiraki,Athens,Greece,27.41,91
2024-11-12,Pisa Centrale,Pisa,Italy,30.05,138
2024-11-12,Warsaw Old Town,Warsaw,Poland,28.51,50
2024-11-12,Lisbon Bairro Alto,Lisbon,Portugal,26.19,146
2024-11-12,Bratislava Presidential Palace,Bratislava,Slovakia,35.71,107
2024-11-12,Barcelona Gothic,Barcelona,Spain,38.62,117
2024-11-12,Barcelona Passeig de Gracia,Barcelona,Spain,27.04,83
2024-11-12,"Calpe Seafront, Costa Blanca",Calpe,Spain,30.73,116
2024-11-12,Córdoba Mezquita Catedral,Cordoba,Spain,28.38,112
2024-11-12,Madrid Central,Madrid,Spain,36.03,103
2024-11-12,Glasgow Charing Cross,Glasgow,United Kingdom,31.83,81
2024-11-12,Edinburgh Cowgate,Edinburgh,United Kingdom,27.32,75
2024-11-12,London Elephant & Castle,London,United Kingdom,30.19,130
2024-11-12,London Kensington Holland Park,London,United Kingdom,34.27,111
2024-11-12,York Micklegate,York,United Kingdom,22.97,113
2024-11-13,Brussels Grand Place,Brussels,Belgium,34.61,103
2024-11-13,Prague Charles Bridge,Prague,Czech Republic,36.5,115
2024-11-13,Berlin Kurfürstendamm,Berlin,Germany,34.79,87
2024-11-13,Athens Monastiraki,Athens,Greece,39.18,96
2024-11-13,Pisa Centrale,Pisa,Italy,37.5,101
2024-11-13,Warsaw Old Town,Warsaw,Poland,38.93,99
2024-11-13,Lisbon Bairro Alto,Lisbon,Portugal,28.02,103
2024-11-13,Bratislava Presidential Palace,Bratislava,Slovakia,31.58,87
2024-11-13,Barcelona Gothic,Barcelona,Spain,32.9,117
2024-11-13,Barcelona Passeig de Gracia,Barcelona,Spain,42.13,113
2024-11-13,"Calpe Seafront, Costa Blanca",Calpe,Spain,41.26,119
2024-11-13,Córdoba Mezquita Catedral,Cordoba,Spain,40.78,122
2024-11-13,Madrid Central,Madrid,Spain,38.1,96
2024-11-13,Glasgow Charing Cross,Glasgow,United Kingdom,29.04,110
2024-11-13,Edinburgh Cowgate,Edinburgh,United Kingdom,34.6,83
2024-11-13,London Elephant & Castle,London,United Kingdom,31.48,55
2024-11-13,London Kensington Holland Park,London,United Kingdom,35.85,102
2024-11-13,York Micklegate,York,United Kingdom,29.56,95
2024-11-14,Brussels Grand Place,Brussels,Belgium,31.08,128
2024-11-14,Prague Charles Bridge,Prague,Czech Republic,33.56,110
2024-11-14,Berlin Kurfürstendamm,Berlin,Germany,40.19,147
2024-11-14,Athens Monastiraki,Athens,Greece,32.29,119
2024-11-14,Pisa Centrale,Pisa,Italy,29.92,71
2024-11-14,Warsaw Old Town,Warsaw,Poland,28.19,125
2024-11-14,Lisbon Bairro Alto,Lisbon,Portugal,29.85,104
2024-11-14,Bratislava Presidential Palace,Bratislava,Slovakia,28.95,158
2024-11-14,Barcelona Gothic,Barcelona,Spain,26.07,136
2024-11-14,Barcelona Passeig de Gracia,Barcelona,Spain,37.56,107
2024-11-14,"Calpe Seafront, Costa Blanca",Calpe,Spain,41.42,89
2024-11-14,Córdoba Mezquita Catedral,Cordoba,Spain,32.05,68
2024-11-14,Madrid Central,Madrid,Spain,36.87,92
2024-11-14,Glasgow Charing Cross,Glasgow,United Kingdom,21.14,77
2024-11-14,Edinburgh Cowgate,Edinburgh,United Kingdom,27.95,118
2024-11-14,London Elephant & Castle,London,United Kingdom,37.32,115
2024-11-14,London Kensington Holland Park,London,United Kingdom,33.05,122
2024-11-14,York Micklegate,York,United Kingdom,41.56,108
2024-11-15,Brussels Grand Place,Brussels,Belgium,39.14,117
2024-11-15,Prague Charles Bridge,Prague,Czech Republic,44.72,123
2024-11-15,Berlin Kurfürstendamm,Berlin,Germany,26.56,98
2024-11-15,Athens Monastiraki,Athens,Greece,33.04,135
2024-11-15,Pisa Centrale,Pisa,Italy,33.85,83
2024-11-15,Warsaw Old Town,Warsaw,Poland,40.04,102
2024-11-15,Lisbon Bairro Alto,Lisbon,Portugal,37.04,88
2024-11-15,Bratislava Presidential Palace,Bratislava,Slovakia,36.84,131
2024-11-15,Barcelona Gothic,Barcelona,Spain,35.39,113
2024-11-15,Barcelona Passeig de Gracia,Barcelona,Spain,28.89,131
2024-11-15,"Calpe Seafront, Costa Blanca",Calpe,Spain,31.59,110
2024-11-15,Córdoba Mezquita Catedral,Cordoba,Spain,35.44,90
2024-11-15,Madrid Central,Madrid,Spain,26.93,126
2024-11-15,Glasgow Charing Cross,Glasgow,United Kingdom,30.99,101
2024-11-15,Edinburgh Cowgate,Edinburgh,United Kingdom,26.15,114
2024-11-15,London Elephant & Castle,London,United Kingdom,23.83,119
2024-11-15,London Kensington Holland Park,London,United Kingdom,27.22,103
2024-11-15,York Micklegate,York,United Kingdom,38.31,117
2024-11-16,Brussels Grand Place,Brussels,Belgium,37.1,162
2024-11-16,Prague Charles Bridge,Prague,Czech Republic,39.59,142
2024-11-16,Berlin Kurfürstendamm,Berlin,Germany,32.73,134
2024-11-16,Athens Monastiraki,Athens,Greece,31.58,150
2024-11-16,Pisa Centrale,Pisa,Italy,37.2,111
2024-11-16,Warsaw Old Town,Warsaw,Poland,36.31,109
2024-11-16,Lisbon Bairro Alto,Lisbon,Portugal,30.43,135
2024-11-16,Bratislava Presidential Palace,Bratislava,Slovakia,33.02,131
2024-11-16,Barcelona Gothic,Barcelona,Spain,28.37,164
2024-11-16,Barcelona Passeig de Gracia,Barcelona,Spain,32.06,143
2024-11-16,"Calpe Seafront, Costa Blanca",Calpe,Spain,29.31,139
2024-11-16,Córdoba Mezquita Catedral,Cordoba,Spain,33.46,99
2024-11-16,Madrid Central,Madrid,Spain,27.06,164
2024-11-16,Glasgow Charing Cross,Glasgow,United Kingdom,36.21,101
2024-11-16,Edinburgh Cowgate,Edinburgh,United Kingdom,32.54,153
2024-11-16,London Elephant & Castle,London,United Kingdom,43.13,130
2024-11-16,London Kensington Holland Park,London,United Kingdom,33.72,110
2024-11-16,York Micklegate,York,United Kingdom,34.31,111
2024-11-17,Brussels Grand Place,Brussels,Belgium,29.2,141
2024-11-17,Prague Charles Bridge,Prague,Czech Republic,30.89,135
2024-11-17,Berlin Kurfürstendamm,Berlin,Germany,39.28,136
2024-11-17,Athens Monastiraki,Athens,Greece,28.33,113
2024-11-17,Pisa Centrale,Pisa,Italy,41.77,137
2024-11-17,Warsaw Old Town,Warsaw,Poland,40.01,122
2024-11-17,Lisbon Bairro Alto,Lisbon,Portugal,34.68,154
2024-11-17,Bratislava Presidential Palace,Bratislava,Slovakia,38.61,137
2024-11-17,Barcelona Gothic,Barcelona,Spain,38.93,142
2024-11-17,Barcelona Passeig de Gracia,Barcelona,Spain,36.55,164
2024-11-17,"Calpe Seafront, Costa Blanca",Calpe,Spain,32.24,164
2024-11-17,Córdoba Mezquita Catedral,Cordoba,Spain,35.95,143
2024-11-17,Madrid Central,Madrid,Spain,35.72,116
2024-11-17,Glasgow Charing Cross,Glasgow,United Kingdom,33.53,164
2024-11-17,Edinburgh Cowgate,Edinburgh,United Kingdom,36.03,144
2024-11-17,London Elephant & Castle,London,United Kingdom,40.03,138
2024-11-17,London Kensington Holland Park,London,United Kingdom,36.26,120
2024-11-17,York Micklegate,York,United Kingdom,37.52,128
2024-11-18,Brussels Grand Place,Brussels,Belgium,37.28,75
2024-11-18,Prague Charles Bridge,Prague,Czech Republic,35.18,116
2024-11-18,Berlin Kurfürstendamm,Berlin,Germany,40.0,123
2024-11-18,Athens Monastiraki,Athens,Greece,28.51,132
2024-11-18,Pisa Centrale,Pisa,Italy,23.53,116
2024-11-18,Warsaw Old Town,Warsaw,Poland,32.43,111
2024-11-18,Lisbon Bairro Alto,Lisbon,Portugal,37.04,147
2024-11-18,Bratislava Presidential Palace,Bratislava,Slovakia,35.95,75
2024-11-18,Barcelona Gothic,Barcelona,Spain,34.87,110
2024-11-18,Barcelona Passeig de Gracia,Barcelona,Spain,38.05,110
2024-11-18,"Calpe Seafront, Costa Blanca",Calpe,Spain,38.46,115
2024-11-18,Córdoba Mezquita Catedral,Cordoba,Spain,36.09,96
2024-11-18,Madrid Central,Madrid,Spain,28.53,82
2024-11-18,Glasgow Charing Cross,Glasgow,United Kingdom,40.23,141
2024-11-18,Edinburgh Cowgate,Edinburgh,United Kingdom,34.89,128
2024-11-18,London Elephant & Castle,London,United Kingdom,30.98,127
2024-11-18,London Kensington Holland Park,London,United Kingdom,27.87,125
2024-11-18,York Micklegate,York,United Kingdom,28.84,101
2024-11-19,Brussels Grand Place,Brussels,Belgium,32.38,125
2024-11-19,Prague Charles Bridge,Prague,Czech Republic,39.23,134
2024-11-19,Berlin Kurfürstendamm,Berlin,Germany,28.16,86
2024-11-19,Athens Monastiraki,Athens,Greece,32.31,139
2024-11-19,Pisa Centrale,Pisa,Italy,28.67,84
2024-11-19,Warsaw Old Town,Warsaw,Poland,28.79,115
2024-11-19,Lisbon Bairro Alto,Lisbon,Portugal,33.93,121
2024-11-19,Bratislava Presidential Palace,Bratislava,Slovakia,25.48,94
2024-11-19,Barcelona Gothic,Barcelona,Spain,28.84,112
2024-11-19,Barcelona Passeig de Gracia,Barcelona,Spain,39.35,116
2024-11-19,"Calpe Seafront, Costa Blanca",Calpe,Spain,31.37,81
2024-11-19,Córdoba Mezquita Catedral,Cordoba,Spain,36.59,114
2024-11-19,Madrid Central,Madrid,Spain,35.46,76
2024-11-19,Glasgow Charing Cross,Glasgow,United Kingdom,34.22,84
2024-11-19,Edinburgh Cowgate,Edinburgh,United Kingdom,39.77,114
2024-11-19,London Elephant & Castle,London,United Kingdom,32.45,111
2024-11-19,London Kensington Holland Park,London,United Kingdom,26.41,91
2024-11-19,York Micklegate,York,United Kingdom,35.84,106
2024-11-20,Brussels Grand Place,Brussels,Belgium,30.17,130
2024-11-20,Prague Charles Bridge,Prague,Czech Republic,36.37,89
2024-11-20,Berlin Kurfürstendamm,Berlin,Germany,39.5,87
2024-11-20,Athens Monastiraki,Athens,Greece,33.93,128
2024-11-20,Pisa Centrale,Pisa,Italy,34.96,80
2024-11-20,Warsaw Old Town,Warsaw,Poland,37.62,130
2024-11-20,Lisbon Bairro Alto,Lisbon,Portugal,34.7,109
2024-11-20,Bratislava Presidential Palace,Bratislava,Slovakia,30.77,125
2024-11-20,Barcelona Gothic,Barcelona,Spain,34.7,123
2024-11-20,Barcelona Passeig de Gracia,Barcelona,Spain,38.55,114
2024-11-20,"Calpe Seafront, Costa Blanca",Calpe,Spain,38.17,100
2024-11-20,Córdoba Mezquita Catedral,Cordoba,Spain,33.75,113
2024-11-20,Madrid Central,Madrid,Spain,40.2,126
2024-11-20,Glasgow Charing Cross,Glasgow,United Kingdom,42.08,143
2024-11-20,Edinburgh Cowgate,Edinburgh,United Kingdom,37.18,127
2024-11-20,London Elephant & Castle,London,United Kingdom,28.68,139
2024-11-20,London Kensington Holland Park,London,United Kingdom,33.83,95
2024-11-20,York Micklegate,York,United Kingdom,27.59,110
2024-11-21,Brussels Grand Place,Brussels,Belgium,30.41,78
2024-11-21,Prague Charles Bridge,Prague,Czech Republic,36.56,148
2024-11-21,Berlin Kurfürstendamm,Berlin,Germany,26.06,95
2024-11-21,Athens Monastiraki,Athens,Greece,36.22,120
2024-11-21,Pisa Centrale,Pisa,Italy,35.45,128
2024-11-21,Warsaw Old Town,Warsaw,Poland,29.61,104
2024-11-21,Lisbon Bairro Alto,Lisbon,Portugal,28.65,113
2024-11-21,Bratislava Presidential Palace,Bratislava,Slovakia,32.01,94
2024-11-21,Barcelona Gothic,Barcelona,Spain,28.85,83
2024-11-21,Barcelona Passeig de Gracia,Barcelona,Spain,26.49,123
2024-11-21,"Calpe Seafront, Costa Blanca",Calpe,Spain,34.0,84
2024-11-21,Córdoba Mezquita Catedral,Cordoba,Spain,37.04,137
2024-11-21,Madrid Central,Madrid,Spain,35.6,114
2024-11-21,Glasgow Charing Cross,Glasgow,United Kingdom,24.65,108
2024-11-21,Edinburgh Cowgate,Edinburgh,United Kingdom,24.34,127
2024-11-21,London Elephant & Castle,London,United Kingdom,34.51,103
2024-11-21,London Kensington Holland Park,London,United Kingdom,39.71,111
